respondent_id,scenario_id,primary_root_cause,secondary_root_cause,confidence_text,decision,primary_corrective_action,secondary_corrective_action,expected_effectiveness_text,urgency_text,confidence_1to5,expected_effectiveness,urgency_1to5,ScenarioID,coolant_flag,speed_drill_rpm,speed_ream_rpm,feed_mm_rev,tool_used_hr,tool_life_hr,pilot_hole_diam_mm,runout_mm,tool_overhang_mm,tool_wear_fraction
121,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
122,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
123,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
124,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
125,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
126,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
127,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
128,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
129,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
130,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
131,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
132,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
133,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
134,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
135,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
136,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
137,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
138,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
139,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
140,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
141,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
142,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
143,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
144,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
145,17,A6: Improper pilot hole (diameter/condition).,A5: Coolant not used.,3- Medium,D3: Hold/further investigation,C4: Use coolant,C6: Correct runout/ alignment/ work holding,3: 70-90%,3: Medium urgency,3.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
146,17,A7: Runout/ alignment/ work holding issue.,None (No secondary cause).,5- Very High,D3: Hold/further investigation,C5: Modify pilot hole size or drilling process,C5: Modify pilot hole size or drilling process,2: 50-70%,4: High urgency,5.0,2.0,4.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
147,17,A3: Inappropriate spindle speed.,A5: Coolant not used.,4- High,D2: Scarp,C5: Modify pilot hole size or drilling process,C4: Use coolant,2: 50-70%,3: Medium urgency,4.0,2.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
148,17,A7: Runout/ alignment/ work holding issue.,A7: Runout/ alignment/ work holding issue.,5- Very High,D3: Hold/further investigation,"C8: Improve chip evacuation method (e.g., intermittent withdrawal/ pecking)",C7: Reduce tool overhang,2: 50-70%,3: Medium urgency,5.0,2.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
149,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
150,17,A4: Inappropriate feed rate.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C4: Use coolant,4: More than 90%,3: Medium urgency,4.0,4.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
151,17,A5: Coolant not used.,A7: Runout/ alignment/ work holding issue.,3- Medium,D2: Scarp,C6: Correct runout/ alignment/ work holding,C7: Reduce tool overhang,2: 50-70%,3: Medium urgency,3.0,2.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
152,17,A4: Inappropriate feed rate.,A7: Runout/ alignment/ work holding issue.,4- High,D2: Scarp,C5: Modify pilot hole size or drilling process,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
153,17,A3: Inappropriate spindle speed.,A6: Improper pilot hole (diameter/condition).,4- High,D1: Rework,C2: Adjust feed speed,C5: Modify pilot hole size or drilling process,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
154,17,A7: Runout/ alignment/ work holding issue.,A7: Runout/ alignment/ work holding issue.,5- Very High,D4: Accept as-is,C6: Correct runout/ alignment/ work holding,None,3: 70-90%,5: Very high urgency,5.0,3.0,5.0,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
155,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
156,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
157,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
158,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
159,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
160,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
161,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
162,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
163,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
164,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
165,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
166,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
167,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
168,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
169,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
170,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
171,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
172,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
173,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
174,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
175,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
176,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
177,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
178,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
179,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
180,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
181,17,,,,,,,,,,,,S17,0,1000,700,0.15,10,1000,9.9,0.01,40,0.01
1,18,A6: Improper pilot hole (diameter/condition).,A6: Improper pilot hole (diameter/condition).,4- High,D2: Scarp,C5: Modify pilot hole size or drilling process,C7: Reduce tool overhang,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
2,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
3,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,2: 50-70%,2: Low urgency,4.0,2.0,2.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
4,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
5,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
6,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
7,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
8,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
9,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
10,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
11,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
12,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
13,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
14,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
15,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
16,18,A3: Inappropriate spindle speed.,A8: Excessive tool overhang.,3- Medium,D4: Accept as-is,C3: Adjust feed rate,C4: Use coolant,3: 70-90%,4: High urgency,3.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
17,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
18,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
19,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
20,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
21,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
22,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
23,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
24,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
25,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
26,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
27,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
28,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
29,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
30,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
31,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,3: Medium urgency,4.0,4.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
32,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
33,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
34,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,4: High urgency,4.0,3.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
35,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
36,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
37,18,A8: Excessive tool overhang.,None (No secondary cause).,3- Medium,D4: Accept as-is,C7: Reduce tool overhang,"C8: Improve chip evacuation method (e.g., intermittent withdrawal/ pecking)",2: 50-70%,4: High urgency,3.0,2.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
38,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
39,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
40,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
41,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
42,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
43,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
44,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
45,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,3: Medium urgency,4.0,4.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
46,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
47,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
48,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
49,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
50,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,4.0,4.0,5.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
51,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
52,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
53,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,2: 50-70%,3: Medium urgency,4.0,2.0,3.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
54,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,2: 50-70%,2: Low urgency,4.0,2.0,2.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
55,18,A8: Excessive tool overhang.,A3: Inappropriate spindle speed.,4- High,D3: Hold/further investigation,C7: Reduce tool overhang,C2: Adjust feed speed,4: More than 90%,4: High urgency,4.0,4.0,4.0,S18,0,1000,700,0.2,500,1000,9.7,0.03,60,0.5
